北京

月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3 
2016-07	24	优	9μg/m³	22μg/m³	15~30	0.552mg/m³	9μg/m³	3μg/m³	46μg/m³
2016-08	30	优	11μg/m³	27μg/m³	23~42	0.532mg/m³	3μg/m³	13μg/m³	55μg/m³
2016-09	34	优	12μg/m³	26μg/m³	15~75	0.607mg/m³	4μg/m³	12μg/m³	64μg/m³
2016-10	36	优	13μg/m³	28μg/m³	17~72	0.629mg/m³	3μg/m³	13μg/m³	69μg/m³
2016-11	37	优	12μg/m³	26μg/m³	17~64	0.597mg/m³	2μg/m³	12μg/m³	71μg/m³
2016-12	50	良	20μg/m³	39μg/m³	35~103	0.677mg/m³	3μg/m³	13μg/m³	95μg/m³
2017-01	42	优	17μg/m³	31μg/m³	29~58	0.645mg/m³	2μg/m³	11μg/m³	84μg/m³
2017-02	44	优	17μg/m³	28μg/m³	21~75	0.668mg/m³	9μg/m³	2μg/m³	85μg/m³
2017-03	43	优	20μg/m³	37μg/m³	26~93	0.623mg/m³	2μg/m³	11μg/m³	76μg/m³
2017-04	42	优	15μg/m³	28μg/m³	23~88	0.607mg/m³	2μg/m³	10μg/m³	79μg/m³
2017-05	36	优	11μg/m³	23μg/m³	18~82	0.584mg/m³	2μg/m³	11μg/m³	68μg/m³
2017-06	29	优	10μg/m³	21μg/m³	18~39	0.55mg/m³	2μg/m³	11μg/m³	58μg/m³
2017-07	26	优	8μg/m³	18μg/m³	15~37	0.552mg/m³	2μg/m³	11μg/m³	52μg/m³
2017-08	24	优	9μg/m³	20μg/m³	16~36	0.516mg/m³	2μg/m³	11μg/m³	47μg/m³
2017-09	26	优	11μg/m³	23μg/m³	15~44	0.56mg/m³	3μg/m³	13μg/m³	47μg/m³
2017-10	52	良	22μg/m³	34μg/m³	15~139	0.665mg/m³	4μg/m³	13μg/m³	92μg/m³
2017-11	44	优	16μg/m³	28μg/m³	19~108	0.717mg/m³	2μg/m³	14μg/m³	79μg/m³
2017-12	46	优	24μg/m³	40μg/m³	16~89	0.668mg/m³	3μg/m³	14μg/m³	54μg/m³
2018-01	33	优	14μg/m³	26μg/m³	18~60	0.571mg/m³	2μg/m³	12μg/m³	63μg/m³
2018-02	41	优	23μg/m³	35μg/m³	19~66	0.582mg/m³	3μg/m³	10μg/m³	72μg/m³
2018-03	38	优	16μg/m³	29μg/m³	17~79	0.523mg/m³	9μg/m³	3μg/m³	70μg/m³
2018-04	32	优	13μg/m³	26μg/m³	18~75	0.55mg/m³	9μg/m³	2μg/m³	62μg/m³
2018-05	24	优	10μg/m³	17μg/m³	18~41	0.494mg/m³	9μg/m³	3μg/m³	46μg/m³
2018-06	30	优	9μg/m³	20μg/m³	21~62	0.52mg/m³	4μg/m³	11μg/m³	59μg/m³
2018-07	27	优	8μg/m³	19μg/m³	15~42	0.59mg/m³	4μg/m³	12μg/m³	51μg/m³
2018-08	28	优	10μg/m³	23μg/m³	19~44	0.474mg/m³	4μg/m³	11μg/m³	55μg/m³
2018-09	34	优	13μg/m³	25μg/m³	19~89	0.52mg/m³	5μg/m³	10μg/m³	66μg/m³
2018-10	61	良	22μg/m³	40μg/m³	25~122	0.619mg/m³	4μg/m³	11μg/m³	106μg/m³
2018-11	39	优	15μg/m³	28μg/m³	23~102	0.533mg/m³	4μg/m³	11μg/m³	73μg/m³
2018-12	37	优	12μg/m³	24μg/m³	26~52	0.571mg/m³	4μg/m³	10μg/m³	72μg/m³
2019-01	47	优	15μg/m³	24μg/m³	28~99	0.674mg/m³	8μg/m³	4μg/m³	89μg/m³
2019-02	31	优	14μg/m³	24μg/m³	22~48	0.429mg/m³	6μg/m³	3μg/m³	60μg/m³
2019-03	35	优	15μg/m³	29μg/m³	23~62	0.545mg/m³	7μg/m³	2μg/m³	68μg/m³
2019-04	27	优	11μg/m³	22μg/m³	15~47	0.43mg/m³	7μg/m³	3μg/m³	53μg/m³
2019-05	41	优	13μg/m³	25μg/m³	28~60	0.487mg/m³	8μg/m³	3μg/m³	80μg/m³
2019-06	29	优	9μg/m³	21μg/m³	17~42	0.43mg/m³	9μg/m³	3μg/m³	58μg/m³
2019-07	30	优	10μg/m³	22μg/m³	18~41	0.41mg/m³	9μg/m³	3μg/m³	59μg/m³
2019-08	26	优	8μg/m³	20μg/m³	19~32	0.442mg/m³	9μg/m³	3μg/m³	50μg/m³
2019-09	51	良	17μg/m³	30μg/m³	14~110	0.52mg/m³	4μg/m³	10μg/m³	89μg/m³
2019-10	45	优	15μg/m³	30μg/m³	19~92	0.539mg/m³	8μg/m³	5μg/m³	84μg/m³
2019-11	61	良	21μg/m³	41μg/m³	26~119	0.5mg/m³	5μg/m³	10μg/m³	107μg/m³
2019-12	47	优	15μg/m³	32μg/m³	24~100	0.539mg/m³	5μg/m³	13μg/m³	87μg/m³
2020-01	38	优	11μg/m³	25μg/m³	22~50	0.523mg/m³	7μg/m³	4μg/m³	75μg/m³
2020-02	38	优	13μg/m³	23μg/m³	26~55	0.403mg/m³	4μg/m³	4μg/m³	75μg/m³
2020-03	30	优	10μg/m³	23μg/m³	18~52	0.419mg/m³	7μg/m³	3μg/m³	60μg/m³
2020-04	39	优	13μg/m³	25μg/m³	19~88	0.463mg/m³	9μg/m³	3μg/m³	75μg/m³
2020-05	30	优	9μg/m³	20μg/m³	18~57	0.429mg/m³	7μg/m³	3μg/m³	60μg/m³
2020-06	29	优	7μg/m³	18μg/m³	16~41	0.373mg/m³	6μg/m³	3μg/m³	58μg/m³
2020-07	25	优	7μg/m³	18μg/m³	17~33	0.361mg/m³	6μg/m³	3μg/m³	49μg/m³
2020-08	24	优	7μg/m³	18μg/m³	13~39	0.406mg/m³	4μg/m³	10μg/m³	47μg/m³
2020-09	23	优	8μg/m³	17μg/m³	14~46	0.393mg/m³	4μg/m³	10μg/m³	45μg/m³
2020-10	39	优	12μg/m³	22μg/m³	12~73	0.445mg/m³	9μg/m³	3μg/m³	77μg/m³
2020-11	45	优	18μg/m³	33μg/m³	19~87	0.473mg/m³	4μg/m³	14μg/m³	85μg/m³
2020-12	46	优	17μg/m³	33μg/m³	28~70	0.548mg/m³	5μg/m³	14μg/m³	89μg/m³
2021-01	56	良	21μg/m³	42μg/m³	28~90	0.506mg/m³	4μg/m³	13μg/m³	104μg/m³
2021-02	43	优	15μg/m³	27μg/m³	23~59	0.471mg/m³	7μg/m³	4μg/m³	86μg/m³
2021-03	33	优	13μg/m³	25μg/m³	20~62	0.445mg/m³	8μg/m³	3μg/m³	65μg/m³
2021-04	34	优	12μg/m³	25μg/m³	19~51	0.453mg/m³	7μg/m³	4μg/m³	67μg/m³
2021-05	24	优	9μg/m³	17μg/m³	18~40	0.342mg/m³	6μg/m³	3μg/m³	48μg/m³
2021-06	38	优	11μg/m³	24μg/m³	26~48	0.373mg/m³	9μg/m³	3μg/m³	76μg/m³
2021-07	28	优	8μg/m³	18μg/m³	20~41	0.329mg/m³	8μg/m³	3μg/m³	56μg/m³
2021-08	26	优	9μg/m³	19μg/m³	16~36	0.326mg/m³	7μg/m³	3μg/m³	52μg/m³
2021-09	22	优	7μg/m³	15μg/m³	14~39	0.32mg/m³	7μg/m³	4μg/m³	44μg/m³
2021-10	32	优	7μg/m³	16μg/m³	19~49	0.358mg/m³	7μg/m³	4μg/m³	63μg/m³
2021-11	48	优	15μg/m³	29μg/m³	28~81	0.42mg/m³	8μg/m³	4μg/m³	91μg/m³
2021-12	51	良	16μg/m³	31μg/m³	24~83	0.406mg/m³	4μg/m³	11μg/m³	97μg/m³
2022-01	45	优	12μg/m³	24μg/m³	28~62	0.484mg/m³	8μg/m³	3μg/m³	88μg/m³
2022-02	38	优	10μg/m³	20μg/m³	23~73	0.504mg/m³	6μg/m³	3μg/m³	74μg/m³
2022-03	33	优	12μg/m³	24μg/m³	20~71	0.377mg/m³	6μg/m³	3μg/m³	62μg/m³
2022-04	38	优	13μg/m³	23μg/m³	19~87	0.417mg/m³	4μg/m³	3μg/m³	73μg/m³
2022-05	34	优	9μg/m³	18μg/m³	20~65	0.39mg/m³	5μg/m³	3μg/m³	67μg/m³
2022-06	32	优	9μg/m³	19μg/m³	21~43	0.37mg/m³	7μg/m³	2μg/m³	64μg/m³
2022-07	25	优	7μg/m³	15μg/m³	18~34	0.348mg/m³	7μg/m³	3μg/m³	50μg/m³
2022-08	25	优	6μg/m³	13μg/m³	18~33	0.39mg/m³	4μg/m³	2μg/m³	49μg/m³
2022-09	41	优	13μg/m³	21μg/m³	15~80	0.533mg/m³	5μg/m³	3μg/m³	79μg/m³
2022-10	49	优	14μg/m³	26μg/m³	18~95	0.413mg/m³	7μg/m³	3μg/m³	90μg/m³
2022-11	34	优	9μg/m³	19μg/m³	19~83	0.37mg/m³	7μg/m³	2μg/m³	66μg/m³
2022-12	53	良	16μg/m³	29μg/m³	25~78	0.468mg/m³	9μg/m³	3μg/m³	101μg/m³
2023-01	42	优	15μg/m³	27μg/m³	28~65	0.503mg/m³	8μg/m³	3μg/m³	82μg/m³
2023-02	41	优	15μg/m³	30μg/m³	21~80	0.396mg/m³	6μg/m³	3μg/m³	78μg/m³
2023-03	45	优	17μg/m³	32μg/m³	23~110	0.41mg/m³	7μg/m³	2μg/m³	83μg/m³
2023-04	37	优	16μg/m³	29μg/m³	20~55	0.513mg/m³	6μg/m³	2μg/m³	69μg/m³
2023-05	36	优	12μg/m³	24μg/m³	24~61	0.413mg/m³	6μg/m³	2μg/m³	72μg/m³
2023-06	34	优	10μg/m³	19μg/m³	20~47	0.387mg/m³	7μg/m³	2μg/m³	68μg/m³
2023-07	28	优	7μg/m³	16μg/m³	17~43	0.345mg/m³	7μg/m³	2μg/m³	55μg/m³
2023-08	31	优	9μg/m³	20μg/m³	19~41	0.348mg/m³	9μg/m³	2μg/m³	60μg/m³
2023-09	32	优	7μg/m³	15μg/m³	18~70	0.36mg/m³	7μg/m³	2μg/m³	62μg/m³
2023-10	38	优	9μg/m³	18μg/m³	20~69	0.416mg/m³	7μg/m³	3μg/m³	74μg/m³
2023-11	44	优	12μg/m³	29μg/m³	24~95	0.39mg/m³	8μg/m³	2μg/m³	85μg/m³
2023-12	35	优	10μg/m³	23μg/m³	15~84	0.435mg/m³	8μg/m³	2μg/m³	49μg/m³
2024-01	50	优	13μg/m³	29μg/m³	34~77	0.452mg/m³	7μg/m³	3μg/m³	96μg/m³
2024-02	35	优	14μg/m³	25μg/m³	26~55	0.434mg/m³	5μg/m³	4μg/m³	68μg/m³
2024-03	39	优	16μg/m³	29μg/m³	21~63	0.435mg/m³	7μg/m³	3μg/m³	73μg/m³
2024-04	29	优	13μg/m³	26μg/m³	22~41	0.333mg/m³	6μg/m³	2μg/m³	56μg/m³
2024-05	35	优	9μg/m³	19μg/m³	21~56	0.348mg/m³	6μg/m³	2μg/m³	69μg/m³
2024-06	34	优	8μg/m³	19μg/m³	19~44	0.36mg/m³	6μg/m³	2μg/m³	67μg/m³
2024-07	25	优	6μg/m³	16μg/m³	15~36	0.358mg/m³	6μg/m³	3μg/m³	50μg/m³
2024-08	30	优	9μg/m³	18μg/m³	19~41	0.284mg/m³	8μg/m³	2μg/m³	60μg/m³
2024-09	30	优	6μg/m³	15μg/m³	18~45	0.343mg/m³	7μg/m³	3μg/m³	60μg/m³
2024-10	52	良	13μg/m³	24μg/m³	26~110	0.442mg/m³	7μg/m³	4μg/m³	96μg/m³
2024-11	53	良	13μg/m³	25μg/m³	32~101	0.45mg/m³	8μg/m³	3μg/m³	99μg/m³
2024-12	56	良	18μg/m³	34μg/m³	34~99	0.506mg/m³	9μg/m³	3μg/m³	103μg/m³
2025-01	69	良	22μg/m³	41μg/m³	38~122	0.506mg/m³	9μg/m³	4μg/m³	121μg/m³
2025-02	45	优	12μg/m³	25μg/m³	33~66	0.4mg/m³	6μg/m³	3μg/m³	89μg/m³
2025-03	41	优	12μg/m³	23μg/m³	19~104	0.394mg/m³	7μg/m³	4μg/m³	78μg/m³
2025-04	45	优	17μg/m³	40μg/m³	22~106	0.337mg/m³	7μg/m³	3μg/m³	77μg/m³
2025-05	31	优	8μg/m³	15μg/m³	20~69	0.303mg/m³	6μg/m³	3μg/m³	61μg/m³
2025-06	30	优	9μg/m³	18μg/m³	22~38	0.333mg/m³	5μg/m³	2μg/m³	59μg/m³
南宁									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	148	轻度污染	111μg/m³	162μg/m³	30~204	1.577mg/m³	63μg/m³	41μg/m³	97μg/m³
2014-01	147	轻度污染	112μg/m³	162μg/m³	66~250	1.532mg/m³	57μg/m³	35μg/m³	93μg/m³
2014-02	72	良	52μg/m³	72μg/m³	24~157	1.225mg/m³	34μg/m³	15μg/m³	58μg/m³
2014-03	69	良	49μg/m³	78μg/m³	33~116	1.306mg/m³	40μg/m³	15μg/m³	42μg/m³
2014-04	61	良	38μg/m³	70μg/m³	41~94	1.16mg/m³	32μg/m³	14μg/m³	67μg/m³
2014-05	61	良	33μg/m³	64μg/m³	35~95	1.074mg/m³	29μg/m³	13μg/m³	93μg/m³
2014-06	57	良	29μg/m³	57μg/m³	29~125	0.937mg/m³	26μg/m³	13μg/m³	93μg/m³
2014-07	44	优	21μg/m³	47μg/m³	19~69	0.829mg/m³	25μg/m³	12μg/m³	67μg/m³
2014-08	50	良	21μg/m³	53μg/m³	27~90	0.771mg/m³	27μg/m³	11μg/m³	76μg/m³
2014-09	56	良	33μg/m³	63μg/m³	27~108	0.86mg/m³	29μg/m³	12μg/m³	91μg/m³
2014-10	95	良	70μg/m³	113μg/m³	41~167	1.013mg/m³	44μg/m³	18μg/m³	124μg/m³
2014-11	71	良	49μg/m³	84μg/m³	22~147	0.96mg/m³	41μg/m³	15μg/m³	64μg/m³
2014-12	97	良	71μg/m³	120μg/m³	29~182	1.065mg/m³	50μg/m³	24μg/m³	73μg/m³
2015-01	96	良	71μg/m³	112μg/m³	30~207	1.165mg/m³	46μg/m³	18μg/m³	80μg/m³
2015-02	99	良	73μg/m³	97μg/m³	35~211	1.1mg/m³	36μg/m³	13μg/m³	65μg/m³
2015-03	56	良	39μg/m³	59μg/m³	23~115	1.003mg/m³	30μg/m³	10μg/m³	57μg/m³
2015-04	68	良	43μg/m³	82μg/m³	33~112	0.947mg/m³	31μg/m³	13μg/m³	102μg/m³
2015-05	53	良	28μg/m³	56μg/m³	32~79	0.829mg/m³	9μg/m³	25μg/m³	88μg/m³
2015-06	43	优	19μg/m³	43μg/m³	28~56	0.697mg/m³	8μg/m³	21μg/m³	75μg/m³
2015-07	53	良	29μg/m³	57μg/m³	19~106	0.79mg/m³	26μg/m³	11μg/m³	88μg/m³
2015-08	58	良	34μg/m³	68μg/m³	24~98	0.803mg/m³	29μg/m³	13μg/m³	88μg/m³
2015-09	49	优	29μg/m³	53μg/m³	27~89	0.903mg/m³	27μg/m³	11μg/m³	75μg/m³
2015-10	79	良	53μg/m³	105μg/m³	33~127	1.039mg/m³	41μg/m³	18μg/m³	98μg/m³
2015-11	56	良	34μg/m³	61μg/m³	33~92	1.043mg/m³	34μg/m³	13μg/m³	52μg/m³
2015-12	62	良	41μg/m³	67μg/m³	31~128	1.003mg/m³	38μg/m³	15μg/m³	40μg/m³
2016-01	63	良	43μg/m³	70μg/m³	35~110	1.216mg/m³	40μg/m³	13μg/m³	40μg/m³
2016-02	82	良	60μg/m³	89μg/m³	28~285	1.014mg/m³	32μg/m³	16μg/m³	72μg/m³
2016-03	68	良	47μg/m³	80μg/m³	40~113	1.055mg/m³	38μg/m³	12μg/m³	56μg/m³
2016-04	61	良	38μg/m³	66μg/m³	37~103	0.913mg/m³	9μg/m³	29μg/m³	83μg/m³
2016-05	52	良	27μg/m³	54μg/m³	34~89	0.829mg/m³	26μg/m³	10μg/m³	79μg/m³
2016-06	43	优	17μg/m³	37μg/m³	27~64	0.723mg/m³	8μg/m³	22μg/m³	79μg/m³
2016-07	40	优	19μg/m³	41μg/m³	23~75	0.694mg/m³	9μg/m³	21μg/m³	67μg/m³
2016-08	49	优	27μg/m³	49μg/m³	23~91	0.752mg/m³	26μg/m³	10μg/m³	88μg/m³
2016-09	62	良	39μg/m³	66μg/m³	25~101	0.793mg/m³	31μg/m³	14μg/m³	101μg/m³
2016-10	59	良	36μg/m³	62μg/m³	29~94	0.852mg/m³	32μg/m³	15μg/m³	91μg/m³
2016-11	49	优	29μg/m³	51μg/m³	27~75	0.89mg/m³	35μg/m³	13μg/m³	61μg/m³
2016-12	79	良	57μg/m³	91μg/m³	38~130	1.074mg/m³	50μg/m³	19μg/m³	75μg/m³
2017-01	80	良	59μg/m³	81μg/m³	30~181	1.287mg/m³	39μg/m³	14μg/m³	66μg/m³
2017-02	67	良	47μg/m³	66μg/m³	34~119	1.154mg/m³	31μg/m³	15μg/m³	77μg/m³
2017-03	52	良	33μg/m³	50μg/m³	28~95	1.245mg/m³	35μg/m³	11μg/m³	50μg/m³
2017-04	55	良	33μg/m³	57μg/m³	38~92	1.06mg/m³	32μg/m³	11μg/m³	82μg/m³
2017-05	51	良	28μg/m³	48μg/m³	28~93	0.987mg/m³	9μg/m³	34μg/m³	89μg/m³
2017-06	41	优	19μg/m³	37μg/m³	27~71	0.947mg/m³	8μg/m³	27μg/m³	71μg/m³
2017-07	45	优	23μg/m³	42μg/m³	24~93	1.006mg/m³	8μg/m³	28μg/m³	78μg/m³
2017-08	43	优	19μg/m³	37μg/m³	25~84	0.974mg/m³	8μg/m³	28μg/m³	74μg/m³
2017-09	50	优	24μg/m³	44μg/m³	30~81	1.017mg/m³	9μg/m³	30μg/m³	92μg/m³
2017-10	59	良	36μg/m³	57μg/m³	28~118	1.058mg/m³	34μg/m³	11μg/m³	99μg/m³
2017-11	70	良	47μg/m³	75μg/m³	32~128	1.19mg/m³	46μg/m³	12μg/m³	70μg/m³
2017-12	85	良	58μg/m³	84μg/m³	43~150	1.248mg/m³	55μg/m³	19μg/m³	44μg/m³
2018-01	75	良	51μg/m³	77μg/m³	30~159	1.174mg/m³	47μg/m³	13μg/m³	59μg/m³
2018-02	69	良	49μg/m³	67μg/m³	25~135	10mg/m³	1μg/m³	33μg/m³	nanμg/m³
2018-03	58	良	37μg/m³	59μg/m³	38~85	0.916mg/m³	37μg/m³	10μg/m³	83μg/m³
2018-04	54	良	30μg/m³	59μg/m³	0~107	0.83mg/m³	32μg/m³	10μg/m³	85μg/m³
2018-05	41	优	18μg/m³	33μg/m³	30~72	0.739mg/m³	7μg/m³	22μg/m³	78μg/m³
2018-06	43	优	19μg/m³	35μg/m³	20~80	0.82mg/m³	8μg/m³	23μg/m³	80μg/m³
2018-07	36	优	17μg/m³	31μg/m³	23~109	0.745mg/m³	7μg/m³	22μg/m³	65μg/m³
2018-08	47	优	24μg/m³	42μg/m³	23~78	0.848mg/m³	8μg/m³	29μg/m³	82μg/m³
2018-09	47	优	26μg/m³	44μg/m³	22~89	0.763mg/m³	9μg/m³	27μg/m³	83μg/m³
2018-10	61	良	34μg/m³	63μg/m³	33~112	0.961mg/m³	40μg/m³	12μg/m³	82μg/m³
2018-11	61	良	39μg/m³	69μg/m³	33~98	1.077mg/m³	45μg/m³	12μg/m³	61μg/m³
2018-12	50	优	30μg/m³	48μg/m³	25~90	0.981mg/m³	9μg/m³	33μg/m³	36μg/m³
2019-01	58	良	37μg/m³	56μg/m³	31~118	1.19mg/m³	9μg/m³	36μg/m³	39μg/m³
2019-02	48	优	31μg/m³	45μg/m³	25~156	1.079mg/m³	8μg/m³	23μg/m³	36μg/m³
2019-03	52	良	31μg/m³	52μg/m³	29~100	0.919mg/m³	8μg/m³	34μg/m³	45μg/m³
2019-04	46	优	25μg/m³	47μg/m³	32~58	0.78mg/m³	7μg/m³	24μg/m³	65μg/m³
2019-05	48	优	25μg/m³	48μg/m³	27~93	0.752mg/m³	8μg/m³	25μg/m³	71μg/m³
2019-06	41	优	16μg/m³	34μg/m³	27~85	0.677mg/m³	6μg/m³	20μg/m³	77μg/m³
2019-07	40	优	17μg/m³	34μg/m³	27~66	0.723mg/m³	6μg/m³	20μg/m³	75μg/m³
2019-08	56	良	23μg/m³	43μg/m³	20~96	0.7mg/m³	8μg/m³	24μg/m³	98μg/m³
2019-09	75	良	36μg/m³	64μg/m³	25~144	0.783mg/m³	32μg/m³	11μg/m³	126μg/m³
2019-10	57	良	31μg/m³	56μg/m³	34~105	0.829mg/m³	29μg/m³	10μg/m³	89μg/m³
2019-11	70	良	47μg/m³	81μg/m³	25~105	0.88mg/m³	41μg/m³	13μg/m³	95μg/m³
2019-12	66	良	44μg/m³	75μg/m³	35~110	0.952mg/m³	43μg/m³	14μg/m³	65μg/m³
2020-01	51	良	32μg/m³	48μg/m³	23~79	0.839mg/m³	9μg/m³	24μg/m³	62μg/m³
2020-02	54	良	35μg/m³	46μg/m³	18~160	0.762mg/m³	7μg/m³	17μg/m³	68μg/m³
2020-03	43	优	26μg/m³	41μg/m³	20~74	0.787mg/m³	7μg/m³	24μg/m³	50μg/m³
2020-04	54	良	29μg/m³	52μg/m³	25~95	0.8mg/m³	31μg/m³	10μg/m³	76μg/m³
2020-05	58	良	24μg/m³	45μg/m³	36~94	0.745mg/m³	7μg/m³	22μg/m³	106μg/m³
2020-06	38	优	14μg/m³	31μg/m³	28~52	0.607mg/m³	5μg/m³	17μg/m³	75μg/m³
2020-07	42	优	16μg/m³	33μg/m³	30~70	0.603mg/m³	6μg/m³	17μg/m³	82μg/m³
2020-08	43	优	16μg/m³	32μg/m³	18~116	0.552mg/m³	7μg/m³	21μg/m³	77μg/m³
2020-09	44	优	20μg/m³	36μg/m³	24~116	0.68mg/m³	8μg/m³	21μg/m³	80μg/m³
2020-10	45	优	24μg/m³	46μg/m³	26~81	0.665mg/m³	25μg/m³	10μg/m³	79μg/m³
2020-11	61	良	37μg/m³	69μg/m³	30~88	0.827mg/m³	35μg/m³	12μg/m³	82μg/m³
2020-12	65	良	44μg/m³	73μg/m³	28~130	0.961mg/m³	35μg/m³	10μg/m³	71μg/m³
2021-01	78	良	56μg/m³	93μg/m³	25~112	0.939mg/m³	45μg/m³	12μg/m³	87μg/m³
2021-02	61	良	36μg/m³	53μg/m³	22~109	0.764mg/m³	7μg/m³	22μg/m³	97μg/m³
2021-03	57	良	29μg/m³	48μg/m³	29~114	0.848mg/m³	7μg/m³	26μg/m³	60μg/m³
2021-04	47	优	25μg/m³	45μg/m³	25~92	0.813mg/m³	7μg/m³	24μg/m³	59μg/m³
2021-05	42	优	18μg/m³	35μg/m³	25~84	0.603mg/m³	7μg/m³	18μg/m³	79μg/m³
2021-06	47	优	18μg/m³	34μg/m³	26~107	0.613mg/m³	6μg/m³	18μg/m³	86μg/m³
2021-07	55	良	20μg/m³	34μg/m³	24~100	0.59mg/m³	7μg/m³	18μg/m³	101μg/m³
2021-08	48	优	16μg/m³	31μg/m³	22~115	0.548mg/m³	7μg/m³	15μg/m³	88μg/m³
2021-09	53	良	20μg/m³	36μg/m³	29~98	0.64mg/m³	8μg/m³	21μg/m³	96μg/m³
2021-10	50	优	23μg/m³	37μg/m³	25~85	0.723mg/m³	9μg/m³	22μg/m³	85μg/m³
2021-11	47	优	26μg/m³	47μg/m³	28~72	0.72mg/m³	28μg/m³	10μg/m³	72μg/m³
2021-12	62	良	42μg/m³	67μg/m³	23~98	0.874mg/m³	40μg/m³	12μg/m³	86μg/m³
2022-01	52	良	34μg/m³	50μg/m³	26~112	1.045mg/m³	8μg/m³	30μg/m³	43μg/m³
2022-02	42	优	26μg/m³	31μg/m³	18~118	0.85mg/m³	7μg/m³	20μg/m³	51μg/m³
2022-03	49	优	30μg/m³	47μg/m³	20~70	0.787mg/m³	8μg/m³	25μg/m³	70μg/m³
2022-04	58	良	28μg/m³	49μg/m³	22~110	0.73mg/m³	25μg/m³	10μg/m³	97μg/m³
2022-05	44	优	21μg/m³	35μg/m³	22~95	0.713mg/m³	8μg/m³	22μg/m³	78μg/m³
2022-06	37	优	15μg/m³	28μg/m³	24~64	0.637mg/m³	6μg/m³	16μg/m³	72μg/m³
2022-07	40	优	14μg/m³	28μg/m³	25~84	0.577mg/m³	7μg/m³	15μg/m³	78μg/m³
2022-08	45	优	16μg/m³	28μg/m³	24~78	0.6mg/m³	7μg/m³	17μg/m³	86μg/m³
2022-09	73	良	31μg/m³	51μg/m³	24~129	0.767mg/m³	9μg/m³	25μg/m³	125μg/m³
2022-10	66	良	28μg/m³	49μg/m³	20~119	0.69mg/m³	27μg/m³	10μg/m³	114μg/m³
2022-11	52	良	28μg/m³	48μg/m³	20~87	0.76mg/m³	9μg/m³	26μg/m³	78μg/m³
2022-12	57	良	39μg/m³	62μg/m³	15~88	0.739mg/m³	31μg/m³	12μg/m³	80μg/m³
2023-01	61	良	42μg/m³	59μg/m³	23~124	0.89mg/m³	8μg/m³	22μg/m³	76μg/m³
2023-02	53	良	32μg/m³	49μg/m³	23~89	0.925mg/m³	8μg/m³	25μg/m³	69μg/m³
2023-03	57	良	34μg/m³	59μg/m³	25~91	0.826mg/m³	8μg/m³	24μg/m³	89μg/m³
2023-04	51	良	27μg/m³	48μg/m³	31~92	0.823mg/m³	7μg/m³	21μg/m³	79μg/m³
2023-05	52	良	23μg/m³	41μg/m³	24~116	0.745mg/m³	7μg/m³	17μg/m³	95μg/m³
2023-06	47	优	15μg/m³	26μg/m³	22~85	0.647mg/m³	6μg/m³	14μg/m³	87μg/m³
2023-07	47	优	16μg/m³	29μg/m³	26~90	0.661mg/m³	6μg/m³	13μg/m³	89μg/m³
2023-08	41	优	14μg/m³	26μg/m³	26~62	0.655mg/m³	6μg/m³	15μg/m³	80μg/m³
2023-09	43	优	16μg/m³	28μg/m³	22~65	0.66mg/m³	7μg/m³	19μg/m³	82μg/m³
2023-10	51	良	23μg/m³	38μg/m³	25~89	0.755mg/m³	9μg/m³	22μg/m³	95μg/m³
2023-11	55	良	32μg/m³	54μg/m³	18~91	0.787mg/m³	30μg/m³	11μg/m³	90μg/m³
2023-12	52	良	34μg/m³	54μg/m³	18~108	0.797mg/m³	30μg/m³	10μg/m³	45μg/m³
2024-01	48	优	30μg/m³	44μg/m³	25~104	0.955mg/m³	7μg/m³	26μg/m³	61μg/m³
2024-02	41	优	25μg/m³	35μg/m³	18~168	0.755mg/m³	6μg/m³	16μg/m³	60μg/m³
2024-03	53	良	31μg/m³	49μg/m³	32~89	0.842mg/m³	7μg/m³	24μg/m³	79μg/m³
2024-04	50	优	27μg/m³	44μg/m³	25~87	0.79mg/m³	6μg/m³	18μg/m³	85μg/m³
2024-05	51	良	19μg/m³	33μg/m³	26~101	0.706mg/m³	6μg/m³	19μg/m³	93μg/m³
2024-06	34	优	13μg/m³	24μg/m³	20~69	0.677mg/m³	4μg/m³	14μg/m³	67μg/m³
2024-07	34	优	11μg/m³	22μg/m³	17~91	0.59mg/m³	4μg/m³	12μg/m³	67μg/m³
2024-08	42	优	15μg/m³	27μg/m³	23~65	0.674mg/m³	5μg/m³	15μg/m³	81μg/m³
2024-09	52	良	22μg/m³	35μg/m³	29~106	0.72mg/m³	7μg/m³	17μg/m³	98μg/m³
2024-10	64	良	25μg/m³	42μg/m³	28~103	0.742mg/m³	9μg/m³	22μg/m³	113μg/m³
2024-11	67	良	36μg/m³	56μg/m³	38~94	0.78mg/m³	29μg/m³	10μg/m³	115μg/m³
2024-12	74	良	51μg/m³	73μg/m³	33~110	0.839mg/m³	33μg/m³	11μg/m³	99μg/m³
2025-01	81	良	57μg/m³	81μg/m³	37~169	0.916mg/m³	36μg/m³	10μg/m³	115μg/m³
2025-02	46	优	30μg/m³	42μg/m³	20~98	0.854mg/m³	7μg/m³	19μg/m³	50μg/m³
2025-03	55	良	27μg/m³	44μg/m³	24~128	0.668mg/m³	8μg/m³	20μg/m³	88μg/m³
